Trade #,Type,Date and time,Signal,Price USDT,Position size (qty),Position size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
221,Entry long,2025-08-12 16:00,Long Entry,4470.98,0.0223,99.702854,3.42,3.43,4.71,4.72,-0.74,-0.74,116.51,0.12
222,Exit long,2025-08-14 09:00,Max Hold,4726.8,0.0212,99.64106,0.57,0.57,1.99,2.00,-0.26,-0.26,117.07,0.12
222,Entry long,2025-08-13 17:00,Long Entry,4700.05,0.0212,99.64106,0.57,0.57,1.99,2.00,-0.26,-0.26,117.07,0.12
223,Exit long,2025-08-23 07:00,Max Hold,4744.15,0.0216,99.614664,2.86,2.87,5.98,6.00,-0.01,-0.01,119.93,0.12
223,Entry long,2025-08-22 15:00,Long Entry,4611.79,0.0216,99.614664,2.86,2.87,5.98,6.00,-0.01,-0.01,119.93,0.12
224,Exit long,2025-08-25 10:00,Max Hold,4611.13,0.0203,99.536584,-5.93,-5.96,1.1,1.11,-7.07,-7.10,114,0.11
224,Entry long,2025-08-24 18:00,Long Entry,4903.28,0.0203,99.536584,-5.93,-5.96,1.1,1.11,-7.07,-7.10,114,0.11
225,Exit long,2025-09-12 17:00,Max Hold,4573.66,0.0221,99.689122,1.39,1.39,1.41,1.42,-0.55,-0.55,115.39,0.12
225,Entry long,2025-09-12 01:00,Long Entry,4510.82,0.0221,99.689122,1.39,1.39,1.41,1.42,-0.55,-0.55,115.39,0.12
226,Exit short,2025-09-22 17:00,Max Hold,4163,0.023,99.66912,3.92,3.93,7.65,7.67,-0.37,-0.37,119.31,0.12
226,Entry short,2025-09-22 01:00,Short Entry,4333.44,0.023,99.66912,3.92,3.93,7.65,7.67,-0.37,-0.37,119.31,0.12
227,Exit short,2025-09-23 18:00,Max Hold,4147.1,0.024,99.89352,0.36,0.36,1.19,1.20,-1.63,-1.63,119.67,0.12
227,Entry short,2025-09-23 02:00,Short Entry,4162.23,0.024,99.89352,0.36,0.36,1.19,1.20,-1.63,-1.63,119.67,0.12
228,Exit short,2025-09-25 21:00,Max Hold,3884.57,0.0249,99.604482,2.88,2.89,4.44,4.45,-1.29,-1.30,122.55,0.12
228,Entry short,2025-09-25 05:00,Short Entry,4000.18,0.0249,99.604482,2.88,2.89,4.44,4.45,-1.29,-1.30,122.55,0.12
229,Exit long,2025-09-29 16:00,Max Hold,4162.71,0.0241,99.762914,0.56,0.56,1.52,1.53,-1.44,-1.44,123.1,0.12
229,Entry long,2025-09-29 00:00,Long Entry,4139.54,0.0241,99.762914,0.56,0.56,1.52,1.53,-1.44,-1.44,123.1,0.12
230,Exit long,2025-09-30 13:00,Max Hold,4156.15,0.0236,99.706696,-1.62,-1.63,0.52,0.52,-2.2,-2.21,121.48,0.12
230,Entry long,2025-09-29 21:00,Long Entry,4224.86,0.0236,99.706696,-1.62,-1.63,0.52,0.52,-2.2,-2.21,121.48,0.12
231,Exit long,2025-10-02 18:00,Max Hold,4464.18,0.0227,99.672522,1.66,1.67,1.95,1.96,-1.33,-1.34,123.14,0.12
231,Entry long,2025-10-02 02:00,Long Entry,4390.86,0.0227,99.672522,1.66,1.67,1.95,1.96,-1.33,-1.34,123.14,0.12
232,Exit long,2025-10-03 19:00,Max Hold,4509.82,0.0221,99.6268,0.04,0.04,1.83,1.84,-1.81,-1.82,123.18,0.12
232,Entry long,2025-10-03 03:00,Long Entry,4508,0.0221,99.6268,0.04,0.04,1.83,1.84,-1.81,-1.82,123.18,0.12
233,Exit long,2025-10-07 08:00,Max Hold,4676.84,0.0214,99.964536,0.12,0.12,1.36,1.36,-0.29,-0.29,123.3,0.12
